tourney_date,surface,winner_name,loser_name,year
2000-01-03,Hard,Anne Kremer,Cara Black,2000
2000-01-03,Hard,Elena Likhovtseva,Katarina Srebotnik,2000
2000-01-03,Hard,Anne Kremer,Leanne Baker,2000
2000-01-03,Hard,Mariana Diaz Oliva,Pavlina Nola,2000
2000-01-03,Hard,Jill Craybas,Lubomira Bacheva,2000
2000-01-03,Hard,Paola Suarez,Kristina Brandi,2000
2000-01-03,Hard,Vanessa Webb,Barbara Schwartz,2000
2000-01-03,Hard,Meghann Shaughnessy,Florencia Labat,2000
2000-01-03,Hard,Virginia Ruano Pascual,Petra Mandula,2000
2000-01-03,Hard,Anna Smashnova,Meilen Tu,2000
2000-01-03,Hard,Emilie Loit,Maureen Drake,2000
2000-01-03,Hard,Amanda Hopmans,Rewa Harriman,2000
2000-01-03,Hard,Nuria Llagostera Vives,Marlene Weingartner,2000
2000-01-03,Hard,Miroslava Vavrinec,Maria Sanchez Lorenzo,2000
2000-01-03,Hard,Cara Black,Seda Noorlander,2000
2000-01-03,Hard,Jana Nejedly,Patricia Wartusch,2000
2000-01-03,Hard,Katarina Srebotnik,Brie Rippner,2000
2000-01-03,Hard,Patty Schnyder,Tatiana Panova,2000
2000-01-03,Hard,Arantxa Sanchez Vicario,Rita Grande,2000
2000-01-03,Hard,Silvija Talaja,Kveta Peschke,2000
2000-01-03,Hard,Anna Kournikova,Jana Kandarr,2000
2000-01-03,Hard,Nathalie Dechy,Magdalena Maleeva,2000
2000-01-03,Hard,Conchita Martinez,Sabine Appelmans,2000
2000-01-03,Hard,Arantxa Sanchez Vicario,Patty Schnyder,2000
2000-01-03,Hard,Elena Likhovtseva,Maria Vento Kabchi,2000
2000-01-03,Hard,Silvija Talaja,Anna Kournikova,2000
2000-01-03,Hard,Conchita Martinez,Nathalie Dechy,2000
2000-01-03,Hard,Silvija Talaja,Arantxa Sanchez Vicario,2000
2000-01-03,Hard,Cara Black,Jana Nejedly,2000
2000-01-03,Hard,Silvija Talaja,Conchita Martinez,2000
2000-01-03,Hard,Miroslava Vavrinec,Nuria Llagostera Vives,2000
2000-01-03,Hard,Anna Smashnova,Virginia Ruano Pascual,2000
2000-01-03,Hard,Magdalena Maleeva,Alicia Molik,2000
2000-01-03,Hard,Tathiana Garbin,Magdalena Grzybowska,2000
2000-01-03,Hard,Nathalie Dechy,Nicole Pratt,2000
2000-01-03,Hard,Conchita Martinez,Sylvia Plischke,2000
2000-01-03,Hard,Barbara Rittner,Magui Serna,2000
2000-01-03,Hard,Amelie Cocheteux,Alina Jidkova,2000
2000-01-03,Hard,Sabine Appelmans,Erika De Lone,2000
2000-01-03,Hard,Patty Schnyder,Sonya Jeyaseelan,2000
2000-01-03,Hard,Tatiana Panova,Rachel Mcquillan,2000
2000-01-03,Hard,Rita Grande,Annabel Ellwood,2000
2000-01-03,Hard,Arantxa Sanchez Vicario,Angeles Montolio,2000
2000-01-03,Hard,Silvija Talaja,Nicole Arendt,2000
2000-01-03,Hard,Kveta Peschke,Laurence Courtois,2000
2000-01-03,Hard,Jana Kandarr,Tina Pisnik,2000
2000-01-03,Hard,Magdalena Maleeva,Julie Halard Decugis,2000
2000-01-03,Hard,Nathalie Dechy,Tathiana Garbin,2000
2000-01-03,Hard,Conchita Martinez,Barbara Rittner,2000
2000-01-03,Hard,Sabine Appelmans,Amelie Cocheteux,2000
2000-01-03,Hard,Anne Kremer,Meghann Shaughnessy,2000
2000-01-03,Hard,Cara Black,Amanda Hopmans,2000
2000-01-03,Hard,Anne Kremer,Paola Suarez,2000
2000-01-03,Hard,Meghann Shaughnessy,Anna Smashnova,2000
2000-01-03,Hard,Amanda Hopmans,Miroslava Vavrinec,2000
2000-01-03,Hard,Cara Black,Elena Likhovtseva,2000
2000-01-03,Hard,Anne Kremer,Mariana Diaz Oliva,2000
2000-01-03,Hard,Paola Suarez,Jill Craybas,2000
2000-01-03,Hard,Meghann Shaughnessy,Vanessa Webb,2000
2000-01-03,Hard,Amanda Hopmans,Emilie Loit,2000
2000-01-07,Hard,Arantxa Sanchez Vicario,Jelena Dokic,2000
2000-01-07,Hard,Lindsay Davenport,Elena Likhovtseva,2000
2000-01-07,Hard,Alexandra Stevenson,Anne Gaelle Sidot,2000
2000-01-07,Hard,Olga Barabanschikova,Anke Huber,2000
2000-01-07,Hard,Amelie Mauresmo,Lindsay Davenport,2000
2000-01-07,Hard,Lindsay Davenport,Anna Kournikova,2000
2000-01-07,Hard,Amelie Mauresmo,Martina Hingis,2000
2000-01-07,Hard,Lindsay Davenport,Arantxa Sanchez Vicario,2000
2000-01-07,Hard,Alexandra Stevenson,Barbara Schett,2000
2000-01-07,Hard,Anna Kournikova,Jennifer Capriati,2000
2000-01-07,Hard,Amelie Mauresmo,Silvija Talaja,2000
2000-01-07,Hard,Mary Pierce,Conchita Martinez,2000
2000-01-07,Hard,Dominique Monami,Paola Suarez,2000
2000-01-07,Hard,Dominique Monami,Amanda Coetzer,2000
2000-01-07,Hard,Elena Likhovtseva,Sandra Nacuk,2000
2000-01-07,Hard,Jelena Dokic,Evie Dominikovic,2000
2000-01-07,Hard,Arantxa Sanchez Vicario,Julie Halard Decugis,2000
2000-01-07,Hard,Anna Kournikova,Alexandra Stevenson,2000
2000-01-07,Hard,Jennifer Capriati,Sandrine Testud,2000
2000-01-07,Hard,Anna Kournikova,Sabine Appelmans,2000
2000-01-07,Hard,Amelie Mauresmo,Ai Sugiyama,2000
2000-01-07,Hard,Silvija Talaja,Nadia Petrova,2000
2000-01-07,Hard,Conchita Martinez,Anne Kremer,2000
2000-01-07,Hard,Martina Hingis,Olga Barabanschikova,2000
2000-01-07,Hard,Martina Hingis,Dominique Monami,2000
2000-01-07,Hard,Amelie Mauresmo,Mary Pierce,2000
2000-01-07,Hard,Amanda Coetzer,Lisa Raymond,2000
2000-01-09,Hard,Cara Black,Maria Sanchez Lorenzo,2000
2000-01-09,Hard,Chanda Rubin,Amy Frazier,2000
2000-01-09,Hard,Kim Clijsters,Sarah Pitkowski Malcor,2000
2000-01-09,Hard,Maria Vento Kabchi,Maureen Drake,2000
2000-01-09,Hard,Chanda Rubin,Justine Henin,2000
2000-01-09,Hard,Amy Frazier,Catalina Cristea,2000
2000-01-09,Hard,Kim Clijsters,Miriam Oremans,2000
2000-01-09,Hard,Sarah Pitkowski Malcor,Anna Smashnova,2000
2000-01-09,Hard,Maria Vento Kabchi,Patty Schnyder,2000
2000-01-09,Hard,Maureen Drake,Kristina Brandi,2000
2000-01-09,Hard,Justine Henin,Sylvia Plischke,2000
2000-01-09,Hard,Chanda Rubin,Cara Black,2000
2000-01-09,Hard,Catalina Cristea,Gala Leon Garcia,2000
2000-01-09,Hard,Amy Frazier,Holly Parkinson,2000
2000-01-09,Hard,Kim Clijsters,Ruxandra Dragomir Ilie,2000
2000-01-09,Hard,Miriam Oremans,Annabel Ellwood,2000
2000-01-09,Hard,Anna Smashnova,Amelie Cocheteux,2000
2000-01-09,Hard,Sarah Pitkowski Malcor,Barbara Schwartz,2000
2000-01-09,Hard,Maria Vento Kabchi,Rita Grande,2000
2000-01-09,Hard,Maureen Drake,Magdalena Maleeva,2000
2000-01-09,Hard,Kristina Brandi,Henrieta Nagyova,2000
2000-01-09,Hard,Amy Frazier,Tatiana Panova,2000
2000-01-09,Hard,Holly Parkinson,Cristina Torrens Valero,2000
2000-01-09,Hard,Gala Leon Garcia,Alicia Molik,2000
2000-01-09,Hard,Sylvia Plischke,Kveta Peschke,2000
2000-01-09,Hard,Chanda Rubin,Nicole Pratt,2000
2000-01-09,Hard,Justine Henin,Fabiola Zuluaga,2000
2000-01-09,Hard,Catalina Cristea,Nathalie Dechy,2000
2000-01-09,Hard,Patty Schnyder,Angeles Montolio,2000
2000-01-09,Hard,Kim Clijsters,Chanda Rubin,2000
2000-01-09,Hard,Kim Clijsters,Maria Vento Kabchi,2000
2000-01-17,Hard,Ai Sugiyama,Adriana Gersi,2000
2000-01-17,Hard,Asa Carlsson,Kristie Boogert,2000
2000-01-17,Hard,Jennifer Capriati,Dominique Monami,2000
2000-01-17,Hard,Jing Qian Yi,Julie Pullin,2000
2000-01-17,Hard,Nadia Petrova,Cara Black,2000
2000-01-17,Hard,Patty Schnyder,Amelie Mauresmo,2000
2000-01-17,Hard,Barbara Schett,Miroslava Vavrinec,2000
2000-01-17,Hard,Ruxandra Dragomir Ilie,Erika De Lone,2000
2000-01-17,Hard,Jelena Kostanic Tosic,Sylvia Plischke,2000
2000-01-17,Hard,Conchita Martinez,Olga Barabanschikova,2000
2000-01-17,Hard,Elena Likhovtseva,Meghann Shaughnessy,2000
2000-01-17,Hard,Els Callens,Denisa Chladkova,2000
2000-01-17,Hard,Sabine Appelmans,Chanda Rubin,2000
2000-01-17,Hard,Serena Williams,Nicole Pratt,2000
2000-01-17,Hard,Miriam Oremans,Sandra Nacuk,2000
2000-01-17,Hard,Kristina Brandi,Amanda Coetzer,2000
2000-01-17,Hard,Angeles Montolio,Rachel Mcquillan,2000
2000-01-17,Hard,Arantxa Sanchez Vicario,Lisa Raymond,2000
2000-01-17,Hard,Elena Dementieva,Paola Suarez,2000
2000-01-17,Hard,Fabiola Zuluaga,Nathalie Dechy,2000
2000-01-17,Hard,Julie Halard Decugis,Lina Krasnoroutskaya,2000
2000-01-17,Hard,Anna Kournikova,Patricia Wartusch,2000
2000-01-17,Hard,Natalia Zvereva,Brie Rippner,2000
2000-01-17,Hard,Kveta Peschke,Virginia Ruano Pascual,2000
2000-01-17,Hard,Rita Kuti Kis,Jelena Dokic,2000
2000-01-17,Hard,Alina Jidkova,Tina Pisnik,2000
2000-01-17,Hard,Marlene Weingartner,Anne Kremer,2000
2000-01-17,Hard,Marissa Irvin,Corina Morariu,2000
2000-01-17,Hard,Lindsay Davenport,Sarah Pitkowski Malcor,2000
2000-01-17,Hard,Martina Hingis,Justine Henin,2000
2000-01-17,Hard,Alicia Molik,Karina Habsudova,2000
2000-01-17,Hard,Tamarine Tanasugarn,Jana Nejedly,2000
2000-01-17,Hard,Sandrine Testud,Angelica Gavaldon,2000
2000-01-17,Hard,Bryanne Stewart,Emmanuelle Gagliardi,2000
2000-01-17,Hard,Florencia Labat,Magui Serna,2000
2000-01-17,Hard,Angelica Gavaldon,Tzipi Obziler,2000
2000-01-17,Hard,Martina Hingis,Mirjana Lucic,2000
2000-01-17,Hard,Erika De Lone,Anna Foldenyi Dicker,2000
2000-01-17,Hard,Jelena Kostanic Tosic,Mariana Diaz Oliva,2000
2000-01-17,Hard,Sylvia Plischke,Lubomira Bacheva,2000
2000-01-17,Hard,Olga Barabanschikova,Irina Spirlea,2000
2000-01-17,Hard,Conchita Martinez,Sandra Kleinova,2000
2000-01-17,Hard,Elena Likhovtseva,Pavlina Nola,2000
2000-01-17,Hard,Meghann Shaughnessy,Tara Snyder,2000
2000-01-17,Hard,Denisa Chladkova,Virginie Razzano,2000
2000-01-17,Hard,Els Callens,Amy Frazier,2000
2000-01-17,Hard,Chanda Rubin,Anna Smashnova,2000
2000-01-17,Hard,Ruxandra Dragomir Ilie,Tathiana Garbin,2000
2000-01-17,Hard,Sabine Appelmans,Annabel Ellwood,2000
2000-01-17,Hard,Serena Williams,Amanda Grahame,2000
2000-01-17,Hard,Barbara Schett,Meilen Tu,2000
2000-01-17,Hard,Miroslava Vavrinec,Lisa Mcshea,2000
2000-01-17,Hard,Magui Serna,Maureen Drake,2000
2000-01-17,Hard,Florencia Labat,Ludmila Cervanova,2000
2000-01-17,Hard,Bryanne Stewart,Maria Vento Kabchi,2000
2000-01-17,Hard,Emmanuelle Gagliardi,Alexia Dechaume Balleret,2000
2000-01-17,Hard,Lisa Raymond,Alexandra Fusai,2000
2000-01-17,Hard,Arantxa Sanchez Vicario,Julia Abe,2000
2000-01-17,Hard,Sandrine Testud,Petra Mandula,2000
2000-01-17,Hard,Nicole Pratt,Maria Sanchez Lorenzo,2000
2000-01-17,Hard,Kristina Brandi,Gala Leon Garcia,2000
2000-01-17,Hard,Amanda Coetzer,Tatiana Panova,2000
2000-01-17,Hard,Amelie Mauresmo,Cristina Torrens Valero,2000
2000-01-17,Hard,Justine Henin,Kerry Anne Guse,2000
2000-01-17,Hard,Karina Habsudova,Jolene Watanabe,2000
2000-01-17,Hard,Alicia Molik,Silvija Talaja,2000
2000-01-17,Hard,Emilie Loit,Evie Dominikovic,2000
2000-01-17,Hard,Jana Kandarr,Melissa Dowse,2000
2000-01-17,Hard,Sonya Jeyaseelan,Amanda Hopmans,2000
2000-01-17,Hard,Nathalie Tauziat,Henrieta Nagyova,2000
2000-01-17,Hard,Mary Pierce,Linda Wild,2000
2000-01-17,Hard,Amelie Cocheteux,Barbara Rittner,2000
2000-01-17,Hard,Mary Pierce,Amelie Cocheteux,2000
2000-01-17,Hard,Miriam Oremans,Anca Barna,2000
2000-01-17,Hard,Tamarine Tanasugarn,Rita Grande,2000
2000-01-17,Hard,Adriana Gersi,Seda Noorlander,2000
2000-01-17,Hard,Ai Sugiyama,Magdalena Maleeva,2000
2000-01-17,Hard,Asa Carlsson,Alexandra Stevenson,2000
2000-01-17,Hard,Kristie Boogert,Anke Huber,2000
2000-01-17,Hard,Dominique Monami,Kim Clijsters,2000
2000-01-17,Hard,Jennifer Capriati,Barbara Schwartz,2000
2000-01-17,Hard,Jing Qian Yi,Laurence Courtois,2000
2000-01-17,Hard,Julie Pullin,Jane Chi,2000
2000-01-17,Hard,Cara Black,Lenka Nemeckova,2000
2000-01-17,Hard,Nadia Petrova,Anne Gaelle Sidot,2000
2000-01-17,Hard,Patty Schnyder,Lilia Osterloh,2000
2000-01-17,Hard,Jana Nejedly,Katarina Srebotnik,2000
2000-01-17,Hard,Sandra Nacuk,Janet Lee,2000
2000-01-17,Hard,Sonya Jeyaseelan,Nathalie Tauziat,2000
2000-01-17,Hard,Elena Dementieva,Angeles Montolio,2000
2000-01-17,Hard,Lindsay Davenport,Alina Jidkova,2000
2000-01-17,Hard,Martina Hingis,Sandrine Testud,2000
2000-01-17,Hard,Arantxa Sanchez Vicario,Barbara Schett,2000
2000-01-17,Hard,Elena Likhovtseva,Serena Williams,2000
2000-01-17,Hard,Jennifer Capriati,Patty Schnyder,2000
2000-01-17,Hard,Ai Sugiyama,Mary Pierce,2000
2000-01-17,Hard,Julie Halard Decugis,Jana Kandarr,2000
2000-01-17,Hard,Anna Kournikova,Kveta Peschke,2000
2000-01-17,Hard,Lindsay Davenport,Anna Kournikova,2000
2000-01-17,Hard,Conchita Martinez,Elena Likhovtseva,2000
2000-01-17,Hard,Jennifer Capriati,Ai Sugiyama,2000
2000-01-17,Hard,Lindsay Davenport,Julie Halard Decugis,2000
2000-01-17,Hard,Martina Hingis,Conchita Martinez,2000
2000-01-17,Hard,Lindsay Davenport,Jennifer Capriati,2000
2000-01-17,Hard,Lindsay Davenport,Martina Hingis,2000
2000-01-17,Hard,Jana Kandarr,Emilie Loit,2000
2000-01-17,Hard,Martina Hingis,Arantxa Sanchez Vicario,2000
2000-01-17,Hard,Julie Halard Decugis,Elena Dementieva,2000
2000-01-17,Hard,Conchita Martinez,Kristina Brandi,2000
2000-01-17,Hard,Mary Pierce,Miriam Oremans,2000
2000-01-17,Hard,Julie Halard Decugis,Fabiola Zuluaga,2000
2000-01-17,Hard,Anna Kournikova,Natalia Zvereva,2000
2000-01-17,Hard,Jana Kandarr,Sonya Jeyaseelan,2000
2000-01-17,Hard,Alina Jidkova,Marlene Weingartner,2000
2000-01-17,Hard,Lindsay Davenport,Marissa Irvin,2000
2000-01-17,Hard,Martina Hingis,Alicia Molik,2000
2000-01-17,Hard,Sandrine Testud,Tamarine Tanasugarn,2000
2000-01-17,Hard,Arantxa Sanchez Vicario,Bryanne Stewart,2000
2000-01-17,Hard,Kveta Peschke,Rita Kuti Kis,2000
2000-01-17,Hard,Serena Williams,Sabine Appelmans,2000
2000-01-17,Hard,Elena Likhovtseva,Els Callens,2000
2000-01-17,Hard,Conchita Martinez,Jelena Kostanic Tosic,2000
2000-01-17,Hard,Kristina Brandi,Ruxandra Dragomir Ilie,2000
2000-01-17,Hard,Patty Schnyder,Nadia Petrova,2000
2000-01-17,Hard,Jennifer Capriati,Jing Qian Yi,2000
2000-01-17,Hard,Ai Sugiyama,Asa Carlsson,2000
2000-01-17,Hard,Barbara Schett,Florencia Labat,2000
2000-01-31,Carpet,Sandrine Testud,Corina Morariu,2000
2000-01-31,Carpet,Nathalie Tauziat,Cara Black,2000
2000-01-31,Carpet,Katarina Srebotnik,Irina Selyutina,2000
2000-01-31,Carpet,Lilia Osterloh,Mary Pierce,2000
2000-01-31,Carpet,Martina Hingis,Anna Kournikova,2000
2000-01-31,Carpet,Martina Hingis,Chanda Rubin,2000
2000-01-31,Carpet,Sandrine Testud,Nathalie Tauziat,2000
2000-01-31,Carpet,Katarina Srebotnik,Lilia Osterloh,2000
2000-01-31,Carpet,Sandrine Testud,Katarina Srebotnik,2000
2000-01-31,Carpet,Martina Hingis,Sandrine Testud,2000
2000-01-31,Carpet,Chanda Rubin,Alexandra Stevenson,2000
2000-01-31,Carpet,Chanda Rubin,Amanda Coetzer,2000
2000-01-31,Carpet,Amanda Coetzer,Natalia Zvereva,2000
2000-01-31,Carpet,Cara Black,Magdalena Maleeva,2000
2000-01-31,Carpet,Martina Hingis,Lisa Raymond,2000
2000-01-31,Carpet,Anna Kournikova,Nicole Pratt,2000
2000-01-31,Carpet,Lisa Raymond,Tamarine Tanasugarn,2000
2000-01-31,Carpet,Anna Kournikova,Anne Gaelle Sidot,2000
2000-01-31,Carpet,Natalia Zvereva,Cristina Torrens Valero,2000
2000-01-31,Carpet,Alexandra Stevenson,Maria Sanchez Lorenzo,2000
2000-01-31,Carpet,Chanda Rubin,Tatiana Panova,2000
2000-01-31,Carpet,Nicole Pratt,Anna Smashnova,2000
2000-01-31,Carpet,Corina Morariu,Tathiana Garbin,2000
2000-01-31,Carpet,Katarina Srebotnik,Ai Sugiyama,2000
2000-01-31,Carpet,Irina Selyutina,Nadia Petrova,2000
2000-01-31,Carpet,Lilia Osterloh,Shinobu Asagoe,2000
2000-01-31,Carpet,Sandrine Testud,Karina Habsudova,2000
2000-02-07,Carpet,Amelie Mauresmo,Ruxandra Dragomir Ilie,2000
2000-02-07,Carpet,Serena Williams,Patty Schnyder,2000
2000-02-07,Carpet,Laurence Andretto,Denisa Chladkova,2000
2000-02-07,Carpet,Nathalie Dechy,Karina Habsudova,2000
2000-02-07,Carpet,Silvia Farina Elia,Elena Likhovtseva,2000
2000-02-07,Carpet,Irina Spirlea,Dominique Monami,2000
2000-02-07,Carpet,Anne Kremer,Louise Latimer,2000
2000-02-07,Carpet,Anke Huber,Sandrine Testud,2000
2000-02-07,Carpet,Anne Gaelle Sidot,Amelie Cocheteux,2000
2000-02-07,Carpet,Justine Henin,Magdalena Maleeva,2000
2000-02-07,Carpet,Sarah Pitkowski Malcor,Amelie Mauresmo,2000
2000-02-07,Carpet,Nathalie Tauziat,Justine Henin,2000
2000-02-07,Carpet,Nathalie Dechy,Silvia Farina Elia,2000
2000-02-07,Carpet,Irina Spirlea,Anna Smashnova,2000
2000-02-07,Carpet,Anna Kournikova,Anne Kremer,2000
2000-02-07,Carpet,Anne Gaelle Sidot,Anke Huber,2000
2000-02-07,Carpet,Serena Williams,Sarah Pitkowski Malcor,2000
2000-02-07,Carpet,Julie Halard Decugis,Nathalie Dechy,2000
2000-02-07,Carpet,Anna Kournikova,Irina Spirlea,2000
2000-02-07,Carpet,Nathalie Tauziat,Anne Gaelle Sidot,2000
2000-02-07,Carpet,Serena Williams,Julie Halard Decugis,2000
2000-02-07,Carpet,Nathalie Tauziat,Anna Kournikova,2000
2000-02-07,Carpet,Nathalie Tauziat,Serena Williams,2000
2000-02-07,Carpet,Sarah Pitkowski Malcor,Magui Serna,2000
2000-02-07,Carpet,Julie Halard Decugis,Laurence Andretto,2000
2000-02-07,Carpet,Patty Schnyder,Sabine Appelmans,2000
2000-02-07,Carpet,Anna Smashnova,Silvija Talaja,2000
2000-02-07,Clay,Tathiana Garbin,Meghann Shaughnessy,2000
2000-02-07,Clay,Magdalena Grzybowska,Cristina Torrens Valero,2000
2000-02-07,Clay,Meghann Shaughnessy,Rita Grande,2000
2000-02-07,Clay,Catalina Castano,Jana Nejedly,2000
2000-02-07,Clay,Tathiana Garbin,Maria Vento Kabchi,2000
2000-02-07,Clay,Fabiola Zuluaga,Mariana Diaz Oliva,2000
2000-02-07,Clay,Sylvia Plischke,Seda Noorlander,2000
2000-02-07,Clay,Patricia Wartusch,Paola Suarez,2000
2000-02-07,Clay,Patricia Wartusch,Angeles Montolio,2000
2000-02-07,Clay,Paola Suarez,Petra Mandula,2000
2000-02-07,Clay,Rita Kuti Kis,Florencia Labat,2000
2000-02-07,Clay,Patricia Wartusch,Tathiana Garbin,2000
2000-02-07,Clay,Tathiana Garbin,Rita Kuti Kis,2000
2000-02-07,Clay,Patricia Wartusch,Sylvia Plischke,2000
2000-02-07,Clay,Nuria Llagostera Vives,Magdalena Grzybowska,2000
2000-02-07,Clay,Meghann Shaughnessy,Catalina Castano,2000
2000-02-07,Clay,Tathiana Garbin,Fabiola Zuluaga,2000
2000-02-07,Clay,Sylvia Plischke,Olga Barabanschikova,2000
2000-02-07,Clay,Nuria Llagostera Vives,Gisela Riera Roura,2000
2000-02-07,Clay,Rita Kuti Kis,Ludmila Cervanova,2000
2000-02-07,Clay,Olga Barabanschikova,Samantha Reeves,2000
2000-02-07,Clay,Paola Suarez,Mariana Mesa,2000
2000-02-07,Clay,Florencia Labat,Emmanuelle Gagliardi,2000
2000-02-07,Clay,Sylvia Plischke,Lenka Nemeckova,2000
2000-02-07,Clay,Seda Noorlander,Holly Parkinson,2000
2000-02-07,Clay,Samantha Reeves,Anca Barna,2000
2000-02-07,Clay,Rita Kuti Kis,Nuria Llagostera Vives,2000
2000-02-07,Clay,Angeles Montolio,Linda Wild,2000
2000-02-07,Clay,Patricia Wartusch,Eva Bes Ostariz,2000
2000-02-07,Clay,Petra Mandula,Alina Jidkova,2000
2000-02-07,Clay,Olga Barabanschikova,Adriana Serra Zanetti,2000
2000-02-14,Clay,Sylvia Plischke,Gisela Riera Roura,2000
2000-02-14,Clay,Vanessa Menga,Samantha Reeves,2000
2000-02-14,Clay,Lenka Nemeckova,Adriana Serra Zanetti,2000
2000-02-14,Clay,Paola Suarez,Petra Mandula,2000
2000-02-14,Clay,Paola Suarez,Sylvia Plischke,2000
2000-02-14,Clay,Cristina Torrens Valero,Tathiana Garbin,2000
2000-02-14,Clay,Holly Parkinson,Joana Cortez,2000
2000-02-14,Clay,Joannette Kruger,Katalin Marosi,2000
2000-02-14,Hard,Serena Williams,Patty Schnyder,2000
2000-02-14,Hard,Amelie Mauresmo,Anna Smashnova,2000
2000-02-14,Hard,Denisa Chladkova,Anne Kremer,2000
2000-02-14,Hard,Anne Gaelle Sidot,Kristie Boogert,2000
2000-02-14,Hard,Denisa Chladkova,Anne Gaelle Sidot,2000
2000-02-14,Hard,Serena Williams,Denisa Chladkova,2000
2000-02-14,Clay,Cristina Torrens Valero,Holly Parkinson,2000
2000-02-14,Clay,Sylvia Plischke,Vanessa Menga,2000
2000-02-14,Clay,Fabiola Zuluaga,Alina Jidkova,2000
2000-02-14,Clay,Patricia Wartusch,Alice Canepa,2000
2000-02-14,Clay,Mariana Diaz Oliva,Seda Noorlander,2000
2000-02-14,Clay,Emmanuelle Gagliardi,Maria Vento Kabchi,2000
2000-02-14,Clay,Angeles Montolio,Ludmila Cervanova,2000
2000-02-14,Clay,Anca Barna,Ainhoa Goni Blanco,2000
2000-02-14,Clay,Florencia Labat,Rita Grande,2000
2000-02-14,Clay,Rita Kuti Kis,Eva Bes Ostariz,2000
2000-02-14,Clay,Meghann Shaughnessy,Rosa Maria Andres Rodriguez,2000
2000-02-14,Hard,Serena Williams,Amelie Mauresmo,2000
2000-02-14,Clay,Paola Suarez,Lenka Nemeckova,2000
2000-02-14,Clay,Patricia Wartusch,Fabiola Zuluaga,2000
2000-02-14,Hard,Anne Gaelle Sidot,Kim Clijsters,2000
2000-02-14,Hard,Kim Clijsters,Anke Huber,2000
2000-02-14,Hard,Denisa Chladkova,Amanda Hopmans,2000
2000-02-14,Hard,Kristie Boogert,Nathalie Tauziat,2000
2000-02-14,Hard,Anne Kremer,Silvija Talaja,2000
2000-02-14,Hard,Ruxandra Dragomir Ilie,Karina Habsudova,2000
2000-02-14,Hard,Anna Smashnova,Kveta Peschke,2000
2000-02-14,Hard,Tina Pisnik,Silvia Farina Elia,2000
2000-02-14,Hard,Patty Schnyder,Raluca Sandu,2000
2000-02-14,Hard,Sonya Jeyaseelan,Gala Leon Garcia,2000
2000-02-14,Hard,Anne Gaelle Sidot,Amelie Cocheteux,2000
2000-02-14,Hard,Sabine Appelmans,Martina Muller,2000
2000-02-14,Clay,Rita Kuti Kis,Emmanuelle Gagliardi,2000
2000-02-14,Clay,Paola Suarez,Joannette Kruger,2000
2000-02-14,Clay,Emmanuelle Gagliardi,Patricia Wartusch,2000
2000-02-14,Clay,Rita Kuti Kis,Anca Barna,2000
2000-02-14,Clay,Joannette Kruger,Cristina Torrens Valero,2000
2000-02-14,Clay,Joannette Kruger,Florencia Labat,2000
2000-02-14,Clay,Rita Kuti Kis,Meghann Shaughnessy,2000
2000-02-14,Clay,Anca Barna,Angeles Montolio,2000
2000-02-14,Clay,Emmanuelle Gagliardi,Mariana Diaz Oliva,2000
2000-02-14,Clay,Rita Kuti Kis,Paola Suarez,2000
2000-02-14,Hard,Kristie Boogert,Natalia Zvereva,2000
2000-02-14,Hard,Miriam Oremans,Irina Spirlea,2000
2000-02-14,Hard,Patty Schnyder,Sonya Jeyaseelan,2000
2000-02-14,Hard,Amelie Mauresmo,Tina Pisnik,2000
2000-02-14,Hard,Anna Smashnova,Ruxandra Dragomir Ilie,2000
2000-02-14,Hard,Anne Kremer,Miriam Oremans,2000
2000-02-14,Hard,Denisa Chladkova,Elena Likhovtseva,2000
2000-02-14,Hard,Serena Williams,Sabine Appelmans,2000
2000-02-21,Carpet,Amy Frazier,Mashona Washington,2000
2000-02-21,Carpet,Nathalie Dechy,Nicole Pratt,2000
2000-02-21,Carpet,Lisa Raymond,Corina Morariu,2000
2000-02-21,Carpet,Amanda Coetzer,Tamarine Tanasugarn,2000
2000-02-21,Carpet,Monica Seles,Francesca Lubiani,2000
2000-02-21,Carpet,Rita Grande,Tatiana Panova,2000
2000-02-21,Carpet,Nathalie Dechy,Amy Frazier,2000
2000-02-21,Carpet,Amanda Coetzer,Lisa Raymond,2000
2000-02-21,Carpet,Monica Seles,Sarah Pitkowski Malcor,2000
2000-02-21,Carpet,Nathalie Dechy,Rita Grande,2000
2000-02-21,Carpet,Sarah Pitkowski Malcor,Daniela Hantuchova,2000
2000-02-21,Carpet,Tatiana Panova,Sylvia Plischke,2000
2000-02-21,Carpet,Francesca Lubiani,Jana Nejedly,2000
2000-02-21,Carpet,Daniela Hantuchova,Shinobu Asagoe,2000
2000-02-21,Carpet,Sarah Pitkowski Malcor,Lubomira Bacheva,2000
2000-02-21,Carpet,Amanda Coetzer,Anastasia Myskina,2000
2000-02-21,Carpet,Tamarine Tanasugarn,Tara Snyder,2000
2000-02-21,Carpet,Corina Morariu,Kristina Brandi,2000
2000-02-21,Carpet,Lisa Raymond,Cara Black,2000
2000-02-21,Carpet,Nathalie Dechy,Alicia Molik,2000
2000-02-21,Carpet,Nicole Pratt,Vanessa Webb,2000
2000-02-21,Carpet,Mashona Washington,Janet Lee,2000
2000-02-21,Carpet,Amy Frazier,Lilia Osterloh,2000
2000-02-21,Carpet,Sylvia Plischke,Alexandra Stevenson,2000
2000-02-21,Carpet,Tatiana Panova,Erika De Lone,2000
